tc_id	location	strand	cer	emb	liv	lun	mac	som	vis
C6F47AD17	chr6:4697367-4697417	F	3.94892	23.7268	3.28215	13.0946	5.88516	4.78599	4.29756
C11F32CBFC2	chr11:53264322-53264331	F	3.94892	23.7268	3.28215	3.08109	11.7703	4.78599	8.59513
C13R5D1EAB0	chr13:97643184-97643193	R	3.94892	9.49071	3.28215	13.8649	5.88516	4.78599	8.59513
C9R716E9DC	chr9:118942172-118942195	R	3.94892	3.16357	3.28215	17.7163	5.88516	4.78599	4.29756
C3F50F7A8C	chr3:84900492-84900578	F	3.94892	3.16357	5.74376	4.62163	11.7703	4.78599	4.29756
C18F221645F	chr18:35742815-35742844	F	3.94892	3.16357	1.64108	6.93245	11.7703	9.57199	8.59513
C18R21B42DE	chr18:35341022-35341045	R	7.89783	3.16357	1.64108	6.93245	11.7703	4.78599	8.59513
C15R56AAEE7	chr15:90877671-90877758	R	7.89783	3.16357	1.64108	0.770272	11.7703	4.78599	8.59513
C1R7E296BC	chr1:132290236-132290316	R	3.94892	1.58179	6.5643	13.0946	11.7703	4.78599	8.59513
C2R2D5FE80	chr2:47578752-47578754	R	3.94892	1.58179	21.334	0.770272	11.7703	4.78599	8.59513
C1F47A3D10	chr1:75119888-75119943	F	3.94892	1.58179	0.820538	6.16217	11.7703	9.57199	4.29756
C4F2A03437	chr4:44053559-44053563	F	3.94892	1.58179	0.820538	0.770272	11.7703	9.57199	8.59513
C12F68EA290	chr12:110011024-110011046	F	3.94892	1.58179	0.820538	0.770272	11.7703	9.57199	17.1903
C9F2FFA026	chr9:50307110-50307168	F	11.8468	1.58179	2.46161	0.770272	11.7703	4.78599	8.59513
C7F358B6E8	chr7:56145640-56145640	F	15.7957	1.58179	2.46161	1.54054	11.7703	4.78599	8.59513
C7R797A763	chr7:127379299-127379355	R	7.89783	1.58179	2.46161	7.70272	11.7703	4.78599	8.59513
C13F17A91CE	chr13:24809934-24810013	F	7.89783	1.58179	4.10269	1.54054	11.7703	9.57199	8.59513
C7R78F147F	chr7:126817407-126817461	R	7.89783	3.16357	4.10269	2.31082	5.88516	9.57199	8.59513
C2F431AD69	chr2:70364521-70364547	F	11.8468	3.16357	4.10269	2.31082	5.88516	9.57199	8.59513
C3F5432546	chr3:88286534-88286554	F	11.8468	3.16357	4.10269	2.31082	5.88516	9.57199	8.59513
C15F27C2399	chr15:41690009-41690054	F	7.89783	3.16357	1.64108	2.31082	5.88516	9.57199	8.59513
C2R955D050	chr2:156618832-156618853	R	19.7446	1.58179	0.820538	2.31082	5.88516	9.57199	8.59513
C1F82714F4	chr1:136778996-136779013	F	7.89783	11.0725	0.820538	0.770272	5.88516	9.57199	4.29756
C1R5A73DE9	chr1:94846441-94846473	R	7.89783	3.16357	0.820538	0.770272	5.88516	9.57199	4.29756
C5F405BC05	chr5:67484677-67484677	F	7.89783	1.58179	0.820538	3.85136	5.88516	9.57199	4.29756
C12R53F04EA	chr12:88016106-88016106	R	7.89783	1.58179	0.820538	3.08109	11.7703	9.57199	4.29756
C4F831C0D1	chr4:137478353-137478367	F	11.8468	3.16357	0.820538	0.770272	5.88516	4.78599	4.29756
C4F8C2CD4F	chr4:146984271-146984348	F	3.94892	4.74536	4.10269	3.85136	5.88516	4.78599	8.59513
C2F217AD16	chr2:35106070-35106100	F	3.94892	4.74536	4.10269	13.0946	17.6555	4.78599	8.59513
C7R867396A	chr7:140982634-140982634	R	19.7446	4.74536	1.64108	0.770272	17.6555	4.78599	8.59513
C10R5BAFBAB	chr10:96140203-96140206	R	19.7446	4.74536	1.64108	0.770272	17.6555	9.57199	8.59513
C8F68D82CF	chr8:109937359-109937400	F	15.7957	1.58179	1.64108	0.770272	17.6555	4.78599	8.59513
C12R4A23DDF	chr12:77741535-77741582	R	11.8468	1.58179	1.64108	0.770272	17.6555	9.57199	4.29756
C3F811AFAA	chr3:135376810-135376849	F	11.8468	3.16357	4.10269	1.54054	17.6555	9.57199	4.29756
C4R86A9E8E	chr4:141205134-141205170	R	11.8468	3.16357	0.820538	28.5001	17.6555	9.57199	4.29756
C12F40B902	chr12:4241666-4241695	F	19.7446	4.74536	0.820538	0.770272	17.6555	4.78599	4.29756
C2R27B498B	chr2:41634187-41634187	R	19.7446	6.32714	2.46161	2.31082	11.7703	4.78599	4.29756
C4F78A9B1C	chr4:126524188-126524249	F	3.94892	6.32714	2.46161	3.08109	11.7703	4.78599	4.29756
C1R4711AE9	chr1:74521321-74521435	R	3.94892	6.32714	1.64108	3.08109	5.88516	4.78599	4.29756
C5F8334D77	chr5:137579895-137579939	F	3.94892	11.0725	5.74376	10.0135	5.88516	4.78599	4.29756
C9F732FD0C	chr9:120782092-120782110	F	11.8468	11.0725	5.74376	0.770272	5.88516	9.57199	8.59513
C7F42FC185	chr7:70238597-70238627	F	11.8468	4.74536	1.64108	20.7973	5.88516	9.57199	8.59513
C15R505EC71	chr15:84274289-84274334	R	3.94892	4.74536	1.64108	0.770272	5.88516	9.57199	12.8927
C7R5012B23	chr7:83962659-83962722	R	3.94892	1.58179	1.64108	0.770272	5.88516	4.78599	12.8927
C2FABA0932	chr2:179964210-179964229	F	7.89783	1.58179	1.64108	3.08109	5.88516	9.57199	8.59513
C5F77029FB	chr5:124791291-124791368	F	7.89783	1.58179	1.64108	6.16217	5.88516	9.57199	12.8927
C16F152E6B5	chr16:22210229-22210229	F	3.94892	12.6543	2.46161	1.54054	5.88516	9.57199	4.29756
C7R217AB18	chr7:35105560-35105569	R	3.94892	6.32714	3.28215	3.85136	5.88516	4.78599	8.59513
C12F5163439	chr12:85341241-85341255	F	7.89783	3.16357	4.10269	4.62163	5.88516	9.57199	8.59513
C2F378F763	chr2:58259299-58259299	F	3.94892	3.16357	4.10269	10.7838	11.7703	9.57199	4.29756
C13F28E41A4	chr13:42877348-42877377	F	3.94892	3.16357	4.10269	30.8109	11.7703	9.57199	4.29756
C11F55AFD09	chr11:89849097-89849182	F	3.94892	3.16357	4.10269	30.8109	11.7703	9.57199	4.29756
C9F2BD9DE4	chr9:45981156-45981275	F	7.89783	1.58179	21.334	30.8109	11.7703	9.57199	4.29756
C12R46B0390	chr12:74122128-74122128	R	3.94892	11.0725	1.64108	0.770272	11.7703	4.78599	8.59513
C2R654D24	chr2:6638884-6638917	R	3.94892	11.0725	0.820538	5.3919	17.6555	4.78599	8.59513
C17F37F8E90	chr17:58691216-58691216	F	27.6424	1.58179	0.820538	0.770272	17.6555	4.78599	8.59513
C3R584869F	chr3:92571295-92571299	R	27.6424	30.0539	0.820538	0.770272	17.6555	4.78599	8.59513
C6F44816C	chr6:4489580-4489616	F	27.6424	30.0539	0.820538	0.770272	17.6555	4.78599	8.59513
C18R270ED94	chr18:40955284-40955284	R	27.6424	30.0539	0.820538	0.770272	17.6555	4.78599	8.59513
C17F2111AB4	chr17:34675380-34675381	F	27.6424	30.0539	0.820538	0.770272	17.6555	4.78599	8.59513
C10R47A1B85	chr10:75111301-75111325	R	11.8468	30.0539	0.820538	3.08109	17.6555	14.358	8.59513
C8R59AB097	chr8:94023831-94023890	R	7.89783	1.58179	1.64108	1.54054	17.6555	9.57199	8.59513
C8F596C432	chr8:93766706-93766735	F	7.89783	3.16357	0.820538	1.54054	11.7703	9.57199	4.29756
C6R53B0FFD	chr6:87756797-87756810	R	7.89783	28.4721	0.820538	1.54054	11.7703	9.57199	4.29756
C15F5EF0E86	chr15:99552902-99552932	F	19.7446	7.90893	1.64108	1.54054	11.7703	9.57199	4.29756
C6R6C719B5	chr6:113711541-113711541	R	7.89783	7.90893	1.64108	1.54054	11.7703	14.358	8.59513
C17R4DCCA6F	chr17:81578607-81578607	R	7.89783	7.90893	1.64108	1.54054	11.7703	14.358	8.59513
C2FDA4B67	chr2:14306151-14306181	F	7.89783	7.90893	1.64108	1.54054	11.7703	14.358	8.59513
C13R279369A	chr13:41498266-41498311	R	7.89783	1.58179	1.64108	29.2703	11.7703	14.358	8.59513
C17R1EFF934	chr17:32504116-32504146	R	11.8468	1.58179	2.46161	5.3919	11.7703	9.57199	8.59513
C14F3895968	chr14:59332968-59333010	F	3.94892	3.16357	2.46161	5.3919	11.7703	9.57199	4.29756
C6F436218E	chr6:70656398-70656440	F	3.94892	3.16357	0.820538	30.0406	11.7703	9.57199	4.29756
C15F4C1993D	chr15:79796541-79796541	F	3.94892	12.6543	0.820538	1.54054	11.7703	9.57199	4.29756
C12F5FB759C	chr12:100365724-100365733	F	3.94892	12.6543	0.820538	1.54054	29.4258	9.57199	4.29756
C12F8A2F06	chr12:9056006-9056061	F	7.89783	3.16357	9.84645	9.24326	29.4258	9.57199	4.29756
C14F6AAA37C	chr14:111846268-111846269	F	7.89783	30.0539	0.820538	9.24326	29.4258	9.57199	4.29756
C17R5108D76	chr17:84970870-84970894	R	15.7957	4.74536	0.820538	0.770272	29.4258	9.57199	4.29756
C3F974A958	chr3:158640472-158640472	F	23.6935	4.74536	1.64108	0.770272	29.4258	4.78599	4.29756
C1FBA1548D	chr1:195122317-195122320	F	23.6935	4.74536	13.9491	16.946	29.4258	4.78599	4.29756
C15F58A63AF	chr15:92955567-92955567	F	23.6935	1.58179	4.10269	9.24326	5.88516	4.78599	4.29756
C2R5736CDD	chr2:91450589-91450624	R	11.8468	1.58179	0.820538	2.31082	5.88516	4.78599	8.59513
CXR2DB476E	chrX:47925102-47925177	R	15.7957	1.58179	0.820538	0.770272	5.88516	4.78599	12.8927
C10R32F6C14	chr10:53439508-53439567	R	11.8468	1.58179	0.820538	6.93245	5.88516	4.78599	12.8927
C2F21DE627	chr2:35513895-35513956	F	11.8468	1.58179	3.28215	26.1892	5.88516	4.78599	12.8927
C6F4429925	chr6:71473445-71473473	F	7.89783	3.16357	2.46161	10.7838	5.88516	4.78599	12.8927
C4F59DDAFB	chr4:94231291-94231311	F	7.89783	3.16357	2.46161	25.419	5.88516	4.78599	12.8927
C17R2BF911C	chr17:46108956-46108970	R	3.94892	3.16357	4.10269	1.54054	11.7703	9.57199	12.8927
C18F22B87E7	chr18:36407271-36407271	F	3.94892	3.16357	4.10269	1.54054	11.7703	9.57199	12.8927
C1R7F2D24F	chr1:133354063-133354127	R	3.94892	1.58179	2.46161	3.85136	17.6555	9.57199	12.8927
C11F6F4165B	chr11:116659803-116659832	F	11.8468	1.58179	6.5643	0.770272	5.88516	9.57199	4.29756
C11F691C02C	chr11:110215212-110215237	F	11.8468	1.58179	0.820538	3.08109	5.88516	9.57199	8.59513
C1FACFAFF4	chr1:181383156-181383212	F	15.7957	4.74536	0.820538	5.3919	5.88516	9.57199	4.29756
C10F36D6195	chr10:57500053-57500053	F	15.7957	4.74536	3.28215	10.0135	17.6555	9.57199	4.29756
C7F4D1EF6F	chr7:80867183-80867220	F	11.8468	4.74536	2.46161	3.85136	5.88516	9.57199	4.29756
C11R1CB433E	chr11:30098238-30098285	R	11.8468	9.49071	1.64108	16.946	5.88516	9.57199	4.29756
C1F9368DA3	chr1:154570147-154570154	F	11.8468	9.49071	1.64108	1.54054	29.4258	9.57199	4.29756
C18R2C89526	chr18:46699814-46699828	R	11.8468	9.49071	1.64108	1.54054	29.4258	9.57199	4.29756
C1R73B603E	chr1:121331774-121331789	R	11.8468	9.49071	1.64108	1.54054	29.4258	9.57199	4.29756
C17F19F663D	chr17:27223613-27223613	F	11.8468	9.49071	1.64108	1.54054	29.4258	9.57199	4.29756
C7REB41D4	chr7:15417812-15417823	R	11.8468	9.49071	1.64108	1.54054	29.4258	9.57199	4.29756
C10R26BB924	chr10:40614180-40614180	R	11.8468	9.49071	1.64108	1.54054	29.4258	9.57199	4.29756
C2R8D45C13	chr2:148134931-148134965	R	11.8468	9.49071	1.64108	1.54054	29.4258	9.57199	4.29756
C19F127D634	chr19:19387956-19387957	F	11.8468	9.49071	0.820538	1.54054	29.4258	9.57199	4.29756
C13F46F50FA	chr13:74404090-74404100	F	11.8468	9.49071	0.820538	2.31082	23.5406	9.57199	4.29756
C13F295DF42	chr13:43376450-43376496	F	19.7446	1.58179	6.5643	3.08109	23.5406	9.57199	4.29756
C2F56D6DD4	chr2:91057620-91057653	F	23.6935	1.58179	6.5643	1.54054	23.5406	9.57199	4.29756
C10F1BA8B58	chr10:29002584-29002725	F	7.89783	3.16357	13.1286	4.62163	23.5406	9.57199	4.29756
C11R70D4E0D	chr11:118312461-118312512	R	7.89783	3.16357	13.1286	4.62163	23.5406	9.57199	4.29756
C6R1EE43D6	chr6:32392150-32392181	R	7.89783	3.16357	13.1286	4.62163	23.5406	9.57199	4.29756
C4F7E9A51D	chr4:132752669-132752669	F	7.89783	3.16357	13.1286	4.62163	23.5406	9.57199	4.29756
CXR5FC0CE0	chrX:100404448-100404466	R	7.89783	3.16357	13.1286	4.62163	23.5406	9.57199	4.29756
C12F2B5043C	chr12:45417532-45417612	F	7.89783	3.16357	13.1286	4.62163	23.5406	9.57199	4.29756
C6R441039F	chr6:71369631-71369678	R	3.94892	3.16357	2.46161	4.62163	5.88516	14.358	4.29756
C5R80A7BFB	chr5:134904827-134904850	R	11.8468	3.16357	2.46161	2.31082	5.88516	14.358	4.29756
C14R1295A20	chr14:19487264-19487264	R	11.8468	3.16357	2.46161	7.70272	17.6555	14.358	4.29756
C4F1CD9D93	chr4:30252435-30252437	F	7.89783	4.74536	4.92323	3.85136	17.6555	9.57199	4.29756
C13R48F0FBC	chr13:76484540-76484597	R	7.89783	1.58179	8.20538	9.24326	17.6555	4.78599	4.29756
C4R8ED211D	chr4:149758237-149758272	R	7.89783	1.58179	4.10269	3.08109	17.6555	4.78599	12.8927
C13R4E6180B	chr13:82188299-82188339	R	7.89783	15.8179	3.28215	3.85136	5.88516	4.78599	12.8927
C8F5330148	chr8:87228744-87228784	F	7.89783	15.8179	3.28215	0.770272	5.88516	4.78599	12.8927
C10FC9483D	chr10:13191229-13191284	F	15.7957	4.74536	0.820538	4.62163	5.88516	4.78599	4.29756
C8R5299E30	chr8:86613552-86613568	R	7.89783	4.74536	0.820538	23.1082	5.88516	4.78599	4.29756
C7F17D4AEC	chr7:24988396-24988404	F	7.89783	1.58179	0.820538	23.1082	29.4258	4.78599	4.29756
C7R78B96A2	chr7:126588578-126588624	R	7.89783	1.58179	0.820538	2.31082	29.4258	4.78599	12.8927
C19FB10F6E	chr19:11603822-11603896	F	7.89783	1.58179	3.28215	27.7298	29.4258	4.78599	12.8927
C8R1C4FA28	chr8:29686312-29686313	R	7.89783	1.58179	0.820538	0.770272	29.4258	4.78599	12.8927
C15F637009	chr15:6516745-6516769	F	7.89783	1.58179	0.820538	0.770272	29.4258	4.78599	12.8927
C3F819891	chr3:8493201-8493231	F	3.94892	3.16357	0.820538	0.770272	29.4258	9.57199	12.8927
C11R4D1747	chr11:5052231-5052262	R	7.89783	11.0725	0.820538	6.93245	29.4258	9.57199	4.29756
C2F7364388	chr2:120996744-120996757	F	7.89783	11.0725	0.820538	0.770272	29.4258	9.57199	4.29756
C14R41B7D69	chr14:68910441-68910518	R	7.89783	11.0725	0.820538	19.2568	11.7703	9.57199	4.29756
C3R6751D44	chr3:108338500-108338553	R	7.89783	4.74536	0.820538	1.54054	11.7703	9.57199	4.29756
C5R75571F9	chr5:123040249-123040312	R	7.89783	4.74536	0.820538	4.62163	23.5406	9.57199	4.29756
C7F720B9DC	chr7:119585244-119585322	F	3.94892	11.0725	7.38484	3.85136	23.5406	4.78599	4.29756
C4F78A994E	chr4:126523726-126523892	F	3.94892	1.58179	0.820538	8.47299	23.5406	4.78599	4.29756
C15R5DD0463	chr15:98370659-98370660	R	7.89783	1.58179	3.28215	10.7838	23.5406	4.78599	4.29756
C3F1F14353	chr3:32588627-32588683	F	11.8468	1.58179	3.28215	2.31082	23.5406	9.57199	4.29756
C7R3155759	chr7:51730265-51730297	R	11.8468	7.90893	5.74376	3.85136	5.88516	4.78599	4.29756
C7RB295F0	chr7:11703792-11703817	R	11.8468	1.58179	5.74376	3.08109	5.88516	4.78599	4.29756
C10F4BB5ACA	chr10:79387338-79387338	F	11.8468	1.58179	5.74376	3.08109	5.88516	9.57199	21.4878
C7R178BB0A	chr7:24689418-24689457	R	11.8468	1.58179	5.74376	3.08109	5.88516	9.57199	21.4878
C16F13A6F3F	chr16:20606783-20606794	F	11.8468	1.58179	5.74376	3.08109	5.88516	9.57199	21.4878
C3F567F58C	chr3:90699148-90699152	F	11.8468	7.90893	1.64108	7.70272	5.88516	9.57199	21.4878
C9F2A1A4C3	chr9:44147907-44147962	F	11.8468	7.90893	1.64108	1.54054	5.88516	4.78599	12.8927
C1RA777F7B	chr1:175603579-175603602	R	11.8468	7.90893	1.64108	1.54054	29.4258	4.78599	12.8927
C11R6F42F95	chr11:116666261-116666262	R	7.89783	1.58179	4.92323	10.7838	5.88516	4.78599	12.8927
C17F259FCA7	chr17:39451815-39451873	F	7.89783	1.58179	4.92323	1.54054	5.88516	4.78599	12.8927
C10F78B49D5	chr10:126568917-126569005	F	7.89783	1.58179	9.02592	5.3919	5.88516	14.358	12.8927
C16F354D536	chr16:55891254-55891317	F	7.89783	14.2361	8.20538	3.85136	5.88516	4.78599	12.8927
C18R252FB1C	chr18:38992668-38992727	R	7.89783	14.2361	29.5394	1.54054	5.88516	4.78599	12.8927
C17RC1B530	chr17:12694832-12694853	R	7.89783	14.2361	29.5394	1.54054	5.88516	9.57199	17.1903
C11F317D7E8	chr11:51894248-51894251	F	7.89783	14.2361	9.02592	16.1757	5.88516	9.57199	17.1903
C6R74A3AAA	chr6:122305194-122305289	R	3.94892	4.74536	9.02592	5.3919	5.88516	4.78599	4.29756
CXF22960ED	chrX:36266221-36266223	F	3.94892	3.16357	3.28215	24.6487	5.88516	4.78599	4.29756
C16R3A5902	chr16:3823874-3823923	R	3.94892	3.16357	1.64108	8.47299	5.88516	9.57199	4.29756
C17F34FA9BE	chr17:55552446-55552467	F	7.89783	1.58179	1.64108	6.16217	5.88516	9.57199	4.29756
C7R58BE78E	chr7:93054862-93054862	R	7.89783	3.16357	3.28215	5.3919	5.88516	4.78599	8.59513
C5F20B9568	chr5:34313576-34313618	F	15.7957	3.16357	3.28215	5.3919	5.88516	9.57199	4.29756
C3R3136893	chr3:51603603-51603605	R	23.6935	1.58179	3.28215	1.54054	5.88516	9.57199	4.29756
C7F5DF7B07	chr7:98532103-98532118	F	3.94892	1.58179	0.820538	3.08109	5.88516	14.358	4.29756
C10F3B90434	chr10:62456884-62456923	F	3.94892	1.58179	29.5394	3.08109	5.88516	14.358	4.29756
C14F2F19B35	chr14:49388341-49388364	F	3.94892	4.74536	0.820538	5.3919	5.88516	14.358	4.29756
C17F1BA70F9	chr17:28995833-28995848	F	7.89783	4.74536	0.820538	0.770272	5.88516	9.57199	12.8927
C13R56C0332	chr13:90964786-90964788	R	3.94892	1.58179	0.820538	0.770272	5.88516	4.78599	12.8927
C7F615AEEB	chr7:102084331-102084366	F	19.7446	1.58179	0.820538	2.31082	5.88516	4.78599	4.29756
C5R84ED2E2	chr5:139383522-139383549	R	11.8468	3.16357	0.820538	1.54054	5.88516	9.57199	4.29756
C18F242CD9D	chr18:37932445-37932479	F	3.94892	1.58179	0.820538	4.62163	5.88516	9.57199	4.29756
C1R7EDD68F	chr1:133027471-133027519	R	3.94892	1.58179	0.820538	6.16217	23.5406	9.57199	4.29756
C9R2E1DE61	chr9:48356961-48356981	R	3.94892	4.74536	20.5134	6.16217	5.88516	9.57199	4.29756
C1FAE064C0	chr1:182478016-182478047	F	3.94892	3.16357	1.64108	1.54054	11.7703	4.78599	4.29756
C2F1EF097A	chr2:32442746-32442757	F	11.8468	3.16357	3.28215	1.54054	5.88516	4.78599	8.59513
C17R466F05F	chr17:73855071-73855104	R	11.8468	3.16357	6.5643	6.93245	17.6555	4.78599	8.59513
C2R18F6190	chr2:26173840-26173878	R	7.89783	1.58179	1.64108	0.770272	5.88516	4.78599	8.59513
C15F57BA65C	chr15:91989596-91989688	F	7.89783	1.58179	1.64108	0.770272	5.88516	9.57199	4.29756
CXF249D82D	chrX:38393901-38393928	F	11.8468	1.58179	2.46161	1.54054	5.88516	9.57199	4.29756
C16F13ACF52	chr16:20631378-20631420	F	11.8468	6.32714	1.64108	1.54054	5.88516	4.78599	4.29756
C2R910B3F1	chr2:152089585-152089645	R	11.8468	17.3996	1.64108	1.54054	5.88516	4.78599	4.29756
C10F1CE3433	chr10:30290995-30290995	F	11.8468	1.58179	1.64108	0.770272	5.88516	4.78599	4.29756
C5F5DDDBCF	chr5:98425807-98425906	F	11.8468	7.90893	1.64108	0.770272	5.88516	9.57199	8.59513
C9R21549AF	chr9:34949551-34949599	R	11.8468	7.90893	5.74376	3.85136	11.7703	4.78599	4.29756
C10F38EE0E5	chr10:59695333-59695398	F	11.8468	7.90893	1.64108	2.31082	17.6555	9.57199	4.29756
C4R3AAA76F	chr4:61515631-61515633	R	11.8468	7.90893	31.1804	2.31082	17.6555	9.57199	4.29756
C10R4A24AE4	chr10:77744868-77744868	R	11.8468	7.90893	31.1804	2.31082	17.6555	9.57199	4.29756
C11F607F13E	chr11:101183806-101183810	F	11.8468	7.90893	31.1804	2.31082	17.6555	9.57199	4.29756
C3F8BBF008	chr3:146534408-146534475	F	11.8468	7.90893	31.1804	2.31082	17.6555	9.57199	4.29756
C6R7A82850	chr6:128460880-128460941	R	11.8468	7.90893	31.1804	2.31082	17.6555	9.57199	4.29756
C18R161BA50	chr18:23181904-23181970	R	11.8468	7.90893	31.1804	2.31082	17.6555	9.57199	4.29756
C3R6738B42	chr3:108235586-108235587	R	7.89783	7.90893	8.20538	10.7838	17.6555	9.57199	4.29756
C1F225834E	chr1:36012878-36012902	F	7.89783	4.74536	0.820538	3.85136	17.6555	9.57199	4.29756
C17F165140F	chr17:23401487-23401505	F	19.7446	4.74536	0.820538	0.770272	5.88516	4.78599	4.29756
C11F6E42561	chr11:115615073-115615076	F	19.7446	4.74536	0.820538	1.54054	5.88516	4.78599	4.29756
C15R375B22F	chr15:58044975-58045013	R	19.7446	1.58179	2.46161	4.62163	11.7703	4.78599	8.59513
C5F7590964	chr5:123275620-123275656	F	3.94892	3.16357	2.46161	6.16217	5.88516	9.57199	8.59513
C12R34925B3	chr12:55125427-55125431	R	3.94892	18.9814	1.64108	0.770272	5.88516	4.78599	4.29756
C8R471A1C4	chr8:74555844-74555849	R	3.94892	18.9814	1.64108	0.770272	5.88516	14.358	12.8927
C7F3908E3	chr7:3737827-3737859	F	3.94892	18.9814	1.64108	0.770272	5.88516	14.358	12.8927
C9R73B7B64	chr9:121338724-121338760	R	3.94892	18.9814	1.64108	0.770272	5.88516	14.358	12.8927
C6R79E52CF	chr6:127816399-127816399	R	15.7957	18.9814	1.64108	1.54054	5.88516	9.57199	4.29756
C10R59DBADE	chr10:94223070-94223070	R	11.8468	18.9814	1.64108	3.85136	5.88516	9.57199	4.29756
C11R3448705	chr11:54822661-54822679	R	3.94892	1.58179	4.10269	2.31082	5.88516	4.78599	8.59513
C1R81B77F7	chr1:136017911-136017936	R	11.8468	1.58179	1.64108	2.31082	5.88516	4.78599	4.29756
C16F14593FC	chr16:21337084-21337113	F	11.8468	4.74536	1.64108	1.54054	5.88516	4.78599	4.29756
C13R376E3E3	chr13:58123235-58123302	R	11.8468	4.74536	1.64108	1.54054	11.7703	4.78599	4.29756
C9R5195411	chr9:85546001-85546063	R	7.89783	4.74536	4.10269	5.3919	11.7703	4.78599	4.29756
C15R4A5613C	chr15:77947196-77947231	R	11.8468	4.74536	4.10269	5.3919	11.7703	14.358	4.29756
C5R80A8310	chr5:134906640-134906706	R	11.8468	1.58179	4.92323	4.62163	11.7703	14.358	4.29756
C19R4DCB06	chr19:5098246-5098300	R	3.94892	1.58179	4.92323	4.62163	11.7703	14.358	8.59513
C7F4D54932	chr7:81086770-81086850	F	3.94892	1.58179	4.10269	5.3919	11.7703	4.78599	8.59513
C3F1F691E4	chr3:32936420-32936444	F	3.94892	1.58179	11.4875	5.3919	11.7703	14.358	8.59513
C2R8D3CEA0	chr2:148098720-148098736	R	3.94892	6.32714	0.820538	12.3243	11.7703	14.358	8.59513
C2R9CE8CB2	chr2:164531378-164531381	R	3.94892	6.32714	0.820538	8.47299	17.6555	14.358	4.29756
C1R153D54A	chr1:22271306-22271329	R	15.7957	1.58179	0.820538	8.47299	17.6555	9.57199	4.29756
C12F4F98936	chr12:83462454-83462454	F	3.94892	11.0725	0.820538	0.770272	5.88516	9.57199	4.29756
C1R456F3BE	chr1:72807358-72807380	R	3.94892	11.0725	0.820538	0.770272	5.88516	9.57199	12.8927
C6R671922F	chr6:108106287-108106287	R	3.94892	1.58179	4.10269	1.54054	5.88516	9.57199	8.59513
C10F7995FC2	chr10:127492034-127492076	F	3.94892	1.58179	4.92323	2.31082	5.88516	9.57199	12.8927
C9F3715B30	chr9:57760560-57760563	F	3.94892	1.58179	4.92323	2.31082	5.88516	19.144	4.29756
C11R1C9E70B	chr11:30009099-30009151	R	3.94892	1.58179	4.92323	3.08109	5.88516	9.57199	17.1903
C8F4A6220F	chr8:77996559-77996587	F	3.94892	1.58179	4.92323	6.16217	23.5406	9.57199	17.1903
C9F2A5554D	chr9:44389709-44389713	F	3.94892	1.58179	5.74376	16.946	23.5406	9.57199	8.59513
C15R4BAE3F3	chr15:79356915-79356939	R	3.94892	1.58179	1.64108	7.70272	11.7703	9.57199	8.59513
C3R814430D	chr3:135545613-135545655	R	3.94892	1.58179	0.820538	6.93245	23.5406	9.57199	8.59513
C11R5CE12E9	chr11:97391337-97391411	R	3.94892	1.58179	0.820538	6.93245	23.5406	9.57199	4.29756
C5F8D52319	chr5:148185881-148185898	F	3.94892	1.58179	8.20538	3.08109	5.88516	9.57199	8.59513
C19R23848F9	chr19:37243129-37243185	R	3.94892	1.58179	8.20538	0.770272	5.88516	14.358	4.29756
CXF41F789D	chrX:69171357-69171363	F	11.8468	1.58179	13.9491	0.770272	5.88516	4.78599	4.29756
C4R36FABFC	chr4:57650172-57650174	R	11.8468	1.58179	10.667	11.5541	5.88516	4.78599	4.29756
C2R71A6065	chr2:119169125-119169141	R	7.89783	1.58179	0.820538	3.85136	5.88516	4.78599	4.29756
C2FAA16F5A	chr2:178351962-178351977	F	7.89783	1.58179	0.820538	3.08109	5.88516	9.57199	8.59513
C15F3465AF1	chr15:54942449-54942481	F	11.8468	1.58179	0.820538	3.85136	11.7703	9.57199	8.59513
C2R5631CEF	chr2:90381551-90381606	R	15.7957	1.58179	0.820538	0.770272	11.7703	9.57199	8.59513
C2FA034F28	chr2:167989032-167989036	F	15.7957	1.58179	25.4367	0.770272	5.88516	9.57199	8.59513
C3F5516D88	chr3:89222536-89222550	F	15.7957	1.58179	25.4367	0.770272	5.88516	9.57199	8.59513
C4R2F442BC	chr4:49562300-49562392	R	15.7957	1.58179	25.4367	0.770272	5.88516	9.57199	8.59513
C10R73D30DF	chr10:121450719-121450720	R	7.89783	1.58179	2.46161	2.31082	5.88516	14.358	4.29756
C18R2F91EAD	chr18:49880749-49880790	R	7.89783	1.58179	2.46161	1.54054	5.88516	9.57199	12.8927
C7F41845F	chr7:4293727-4293759	F	15.7957	1.58179	2.46161	1.54054	5.88516	4.78599	8.59513
C1F9368D58	chr1:154570072-154570111	F	3.94892	1.58179	2.46161	3.85136	23.5406	4.78599	8.59513
C15RCAA789	chr15:13281161-13281161	R	3.94892	1.58179	2.46161	0.770272	23.5406	4.78599	25.7854
C9F2E68EE0	chr9:48664288-48664288	F	15.7957	1.58179	4.92323	1.54054	23.5406	4.78599	4.29756
C14R415D926	chr14:68540710-68540741	R	3.94892	1.58179	1.64108	15.4054	5.88516	4.78599	4.29756
C19FA76C56	chr19:10972246-10972252	F	3.94892	1.58179	3.28215	4.62163	5.88516	19.144	4.29756
